t,maut,mins,mseek,mguid,sbel1,sbel2,hbe,stel1,stel2,stel_hbe,sbelc1,sbelc2,hbem,dvbe,dvbec,mach,pdynmc,psivlx,thtvlx,alphax,betax,alppx,alphaxc,betaxc,psiblx,thtblx,phiblx,psivlcx,thtvlcx,phiblcx,ppx,qqx,rrx,wbeb_p,wbeb_q,wbeb_r,fspb1,fspb2,fspb3,fspcb1,fspcb2,fspcb3,dpcx,dqcx,drcx,dpx,dqx,drx,delcx1,delcx2,delcx3,delcx4,delx1,delx2,delx3,delx4,thrust,mass,xcg,anx,ayx,ancomx,alcomx,an_cmd_mag,an_ach_mag,tr_err_n,tr_err_l,tr_err_mag,dtbc,tgoc,esttc1,esttc2,esttc3,evbe1,evbe2,evbe3,rece1x,rece2x,rece3x,psipbx,thtpbx,sigdpy,sigdpz
0.0,6,0,2,36,0.1249995563048317,0.0,9999.9999975583,6000.0,1500.0,10000.0,0.0,0.0,10000,249.99911265735875,250.0,0.8348197556304093,12.896836186773413,0.0,-0.001119196934175424,0.0,0.0,0.0008102847180697748,0.0,0.0,0.0008102847180697748,-0.0,0.0008102847180697748,0.0,-0.0,0.0,0.0,-1.0522316378977807e-05,0.0,0.0,-1.052231637657525e-05,0.0,-1.7747806731810092,0.0,-0.0005116306159485474,-1.7747806731810092,0.0,-0.0005116306159485474,0.0,0.0,-28,0.0,0.0,0.0,28.0,-28.0,28.0,-28.0,0.0,0.0,0.0,0.0,0.0,91.9563,1.5357,5.238167615897807e-05,0.0,-0.0,3.0485633495257094,3.0485633495257094,5.238167615897807e-05,-5.238167615897807e-05,3.0485633495257094,3.048563349975731,6184.537171118727,14.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010000000000000002,6,0,2,36,2.626520371415945,-4.1414322791528445e-05,9999.999460619352,5998.000000000002,1500.0000058251082,10000.000534307997,2.376133722985652,-2.89765708269746e-05,9999.999558221098,250.42370532387093,250.3496302877161,0.8359872633889105,12.932935117463007,-0.003185192345278997,-0.02344644564732774,0.021217592036044865,-0.003981516096596786,0.021587929065965156,0.02121599809336695,-0.004703090166115784,0.0020036026611873195,-5.486178094647308e-06,-0.0008102847180697748,-0.0025069492965179244,-0.021221484199976662,-1.137498075958098e-10,0.0,-0.002192248225557013,1.0347835262830851,0.0,-0.002192248225056458,1.0347835260468135,77.52693007657282,-2.2001103610232167,-0.014267711949488622,77.52693007657282,-2.2001103610232167,-0.014267711949488622,3.337742951007479e-11,-0.6054880279980203,-28,0.0,0.0,-5.999999999999999,27.3945119719686,-28.6054880280314,27.394511972035357,-28.605488027964643,5.999999999999999,-5.999999999999999,5.999999999999999,-5.999999999999999,7288.709461062353,91.77214,1.5353400000000001,0.0014607543869882167,-0.22525131381265948,0.005463173305433728,3.0575840640554497,3.0575889447452553,0.2252560502577196,0.004002418918445511,3.282835377868109,3.2828378177332564,6180.170167718137,14.146658065298164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02000000000000001,6,0,2,36,5.135791286542475,-0.0003976225006721923,9999.9979485522,5996.000000000004,1500.00004695289,10000.002018524283,4.884318340505195,-0.00033769498134771786,9999.99814359282,251.5446268460749,251.40142958555649,0.8394995017908834,13.041836659656429,-0.014393159113448847,-0.045534310991675334,0.04329872781980536,-0.03389817954851089,0.05498969166190299,0.043291242002612036,-0.03782580901531155,0.02397295194111301,-5.020604621712684e-05,-0.0008102847180697748,-0.012914278791547596,-0.043341438610880655,-1.130187078757942e-08,0.0,-0.008747951077668773,4.629448001047554,0.0,-0.008747951075671357,4.629447999990514,146.63856383398712,-4.6839291070991,-0.028934051363790576,146.63856383398712,-4.6839291070991,-0.028934051363790576,3.2944106352253943e-09,-1.1886761788861668,-28,0.0,0.0,-11.999999999999996,26.81132381781942,-29.18867618218058,26.811323824408245,-29.188676175591755,11.999999999999996,-11.999999999999996,11.999999999999996,-11.999999999999996,13641.309389495158,91.58798,1.53498,0.0029623209799799154,-0.47954920962304154,0.01100951327433681,3.077562446507442,3.0775821388771103,0.47955835911354133,0.008047192294356895,3.5571116561304836,3.557120758630943,6175.795924493206,14.104733467826348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03000000000000002,6,0,2,36,7.659726330199809,-0.001422994773788747,9999.995463002959,5994.0000000000055,1500.0001586809346,10000.00442161059,7.406475987244447,-0.0012804234532473831,9999.995755317606,253.35670506902034,253.14438628848123,0.8453197279677026,13.223305730196568,-0.033369259319378015,-0.06720498439724258,0.06490121507817363,-0.11542833825795279,0.1324230466841797,0.06488339536422247,-0.12518348095610898,0.09198748615104711,-0.000178302438317891,-0.0008102847180697748,-0.031140946062688114,-0.06506154282879235,-1.49613890404789e-07,0.0,-0.019783876404615344,10.857450700571835,0.0,-0.0197838764000981,10.857450698092759,215.72234812856104,-7.238272266437755,-0.04395628356269356,215.72234812856104,-7.238272266437755,-0.04395628356269356,4.313973589525857e-08,-1.7186282292195076,-24.97703719053581,0.0,0.0,-18.0,23.258408918176567,-26.695665462895054,23.258409004456038,-26.695665376615583,18.0,-18.0,18.0,-18.0,19993.909268670344,91.40382,1.53462,0.004500324523004897,-0.7410675231079512,0.016521207942070456,3.1087310643935355,3.1087749646825884,0.7410811876752547,0.01202088341906556,3.849798587501487,3.8498173548840753,6171.407831060184,14.041826345055252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04000000000000003,6,0,2,36,10.205235678464717,-0.003456461895724821,9999.992003600166,5992.000000000007,1500.000376296666,10000.007712230958,9.949516964898715,-0.003199544895134912,9999.992394055407,255.85986747190154,255.5783589893228,0.8534475426067926,13.478821374142692,-0.05891320152986616,-0.08858294778707047,0.08601601791088175,-0.274185368684773,0.2873609494346245,0.08602788002197402,-0.2924394457610526,0.23280332394072795,-0.0003579658331192372,-0.0008102847180697748,-0.05621380448968451,-0.08638472505665218,-8.840359781586313e-07,7.564255733608198e-08,0.0634076249584897,19.703754535829148,7.564255731881054e-08,0.06340762494401186,19.7037545313302,284.8337197539144,-9.245784043736078,0.383930570477273,284.8337197539144,-9.245784043736078,0.383930570477273,2.4949674013693117e-07,-2.179476912827201,-18.91316257482812,8.881703994489953e-08,-1.2896468847324387,-21.795798520566123,16.73368541250418,-21.092639737152062,16.73368591149766,-21.092639238158583,20.506151529662343,-23.0854454767613,20.506151742005024,-23.08544533383582,26346.50909862125,91.21966,1.53426,-0.03930751236435945,-0.9466002411987314,0.022043749254793764,3.151571139314681,3.1516482311708653,0.9474160106129571,0.06135126161915321,4.098171380513413,4.09863058122606,6166.99927849856,13.958425387057847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05000000000000004,6,0,2,36,12.779255560765346,-0.006646263120612329,9999.987512063384,5990.000000000009,1500.0007350722597,10000.01185876186,12.520369981626796,-0.006283355789151536,9999.988010173112,259.0624517262218,258.7100138190061,0.8639053054916925,13.811181328912372,-0.08114587020891612,-0.11137173074678712,0.11151781163500682,-0.5226224411710063,0.5343875872631288,0.11223030246057179,-0.5500383711350715,0.46584549212399984,0.003118711113852995,0.0008102847180697748,-0.07948801985911448,-0.10910654000525456,2.669343293916416e-06,9.733893653723656e-07,0.8415041192994134,28.60361673000045,9.73389365150112e-07,0.8415041191072732,28.603616723469397,355.69066431549726,-7.234742162948692,0.7774078953606528,355.69066431549726,-7.234742162948692,0.7774078953606528,-7.759774851498344e-07,-2.3048280867924773,-10.200635836544944,1.6641009104034765e-07,-1.9296316998378602,-16.536840451086576,7.895808525729951,-12.505463147359936,7.895806973774981,-12.505464699314906,14.607208619238103,-18.466472351734005,14.60720888325933,-18.46647195011487,32699.108876836806,91.0355,1.5339,-0.07959243875555654,-0.7407061028748603,0.027911646033282004,3.205727685676432,3.205849194004088,0.7449701250004057,0.10750408478883854,3.9464337885512926,3.947897766617772,6162.563587696943,13.854726828572446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.060000000000000046,6,0,2,36,15.38770438068329,-0.010602605668924103,9999.981931681668,5988.000000000011,1500.001270259565,10000.01682930247,15.125251422106738,-0.01018908371899146,9999.982538659373,262.6330431112038,262.27461638003547,0.875808947305758,14.194420410788677,-0.09043621828652516,-0.13360139399677878,0.14486142058176868,-0.8400688893690235,0.8524664605195389,0.14644637266530183,-0.8742527068923179,0.778875675232783,0.01501692561263759,0.0008102847180697748,-0.09011433960506425,-0.13141341016452338,4.954641406442666e-05,2.0432174210841262e-06,1.7159947937284257,34.96844020286187,2.0432174206175995e-06,1.7159947933366133,34.96844019487754,358.0628229031701,-4.4874917079101335,0.7782687901776953,358.0628229031701,-4.4874917079101335,0.7782687901776953,-1.3577070361430285e-05,-1.9568032035849188,-1.7479496357642528,1.6641009104034765e-07,-1.9296316998378567,-10.536840451086576,-0.20883999075030446,-3.7047392622788102,-0.20886714489102753,-3.704766416419533,8.607208619238106,-12.466472351734001,8.607208883259334,-12.466471950114865,32822.213622859046,90.94022602739726,1.53265799086758,-0.07968057860118542,-0.45943758797350887,0.033968690827510674,3.2662794545642257,3.2664560837802354,0.4662959273349226,0.1136492694286961,3.7257170425377346,3.7274500181085997,6158.094937051368,13.739088941310419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07000000000000005,6,0,2,36,18.03197039722353,-0.014725595334120534,9999.975267257409,5986.000000000013,1500.0020170850278,10000.02259168499,17.765925871167077,-0.014324203211140543,9999.975982162805,266.2258843693138,265.8652276984537,0.8877994259542442,14.585760039775343,-0.08589497228482264,-0.15501246577519223,0.18620785076330598,-1.1991407892366297,1.2135101702872046,0.18868392004342252,-1.237322024687121,1.1451717789753004,0.035732438244494714,0.0008102847180697748,-0.08699455469961563,-0.1529113855614517,0.00020824862088191667,3.146077403922384e-06,2.608272354231129,38.53381668321208,3.1460774032040415e-06,2.608272353635583,38.53381667441367,360.178905684499,-1.5209396148501533,0.7713984904179223,360.178905684499,-1.5209396148501533,0.7713984904179223,-5.565375891341625e-05,-1.34755901890429,4.611782293834934,1.6641009104034765e-07,-1.9296316998378573,-4.536840451086579,-5.959285658980311,3.2642789286895573,-5.959396966498137,3.2641676211717305,2.6072086192381083,-6.466472351734005,2.6072088832593363,-6.466471950114869,32945.31831399077,90.84495205479452,1.5314159817351598,-0.07897718461558202,-0.15571657222986698,0.04012613473656113,3.3270017841558848,3.32724375098449,0.17459967513378455,0.11910331935214316,3.482718356385752,3.4847543314539364,6153.591848093437,13.623946827395763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08000000000000006,6,0,2,36,20.71225972734657,-0.0183538623557597,9999.967531814007,5984.000000000015,1500.0030107446185,10000.029113485065,20.442604628263165,-0.018033230376129295,9999.968353044365,269.83748049624523,269.4750237485146,0.899853803977141,14.984552087484289,-0.06684439518803535,-0.17549364184687752,0.23562305385181911,-1.5705413814833649,1.588113518879198,0.23900639625587675,-1.6097553657586692,1.5357385800078003,0.06543216533468742,0.0008102847180697748,-0.06941175471615543,-0.17349047725979427,0.0005479582420501349,4.282639224556685e-06,3.5158154750278405,39.10568386078056,4.282639223578832e-06,3.515815474225076,39.10568385185158,361.97843553872633,1.6481902197465483,0.7560414439868128,361.97843553872633,1.6481902197465483,0.7560414439868128,-0.00014321267827758485,-0.60731756394748,8.226043622923099,1.6641009101259208e-07,-1.929631699837858,1.4631595489134201,-8.833217974192301,7.618869271653896,-8.833504399548856,7.6185828462973415,-3.392791380761892,-0.46647235173400603,-3.392791116740664,-0.46647195011486986,33068.42295085722,90.74967808219178,1.5301739726027397,-0.07740490200312508,0.16874472088360282,0.046362290135846605,3.3872014026551844,3.387518679519847,0.1856510158340062,0.1237671921389717,3.2184566817715816,3.2208355639942416,6149.053973690259,13.509471531062122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09000000000000007,6,0,2,36,23.42873628814135,-0.020778515127610333,9999.958745228321,5982.000000000016,1500.004286398764,10000.036362032304,23.155456701996325,-0.020610987006312843,9999.95967042078,273.46270349376624,273.09909530167255,0.9119555774689689,15.390325205681936,-0.033117567460844106,-0.19491335623893938,0.2931389564988145,-1.9235290789725248,1.945729241101422,0.297440930694074,-1.9606219184004072,1.9197146324312684,0.10425470219438668,0.0008102847180697748,-0.03713295945683613,-0.1930354176492219,0.0011091164744939093,-2.600435594669408e-05,4.426726309192164,36.50274884205894,-2.6004355940756518e-05,4.426726308181411,36.50274883372428,363.2995074358113,4.917952307398201,0.6480495519688511,363.2995074358113,4.917952307398201,0.6480495519688511,-0.00028339591043931626,0.2055306439080631,8.934237785817205,-5.115140110278915e-05,-1.6240398913579361,7.157567740433498,-8.728423745998702,9.140051825635707,-8.72899053781958,9.139485033814829,-8.78150512817966,5.533527648265993,-8.781710135403207,5.533528049885129,33191.52753442535,90.65440410958904,1.5289319634703196,-0.06634849494815963,0.503508925870507,0.05265181314046904,3.4462453889042295,3.446647573218162,0.5078615571326084,0.11900030808862866,2.9427364630337225,2.945141586442562,6144.480995668163,13.395785293554207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
